title,vendor,isbn,price_eur,link,shop,updated_at
"Владимир Сорокин ""Сказка"" (твердая обложка)",Freedom Letters,9781326417239,22.41,https://nmbooks.shop/products/n0112,nm_books,2026-03-29
"Анна Наринская ""Ничего подобного""",Бабель,9789659320431,16.3,https://nmbooks.shop/products/n0110,nm_books,2026-03-29
"Джулия Дональдсон ""Груффало""",Бумкнига,9785001910022,11.41,https://nmbooks.shop/products/n0191,nm_books,2026-03-29
"Жозе Жоржи Летриа ""Война""",Самокат,9785001673736,20.37,https://nmbooks.shop/products/n0146,nm_books,2026-03-29
"Оксана Куропаткина ""Верю — не верю. Книга-тест по религиям и философиям""",Самокат,9785001671923,14.26,https://nmbooks.shop/products/n0145,nm_books,2026-03-29
"Пак Юнсан ""Бубу и его друзья""",Бумкнига,9785907305687,14.67,https://nmbooks.shop/products/n0144,nm_books,2026-03-29
"Толоза Систере Мариона ""Тайная жизнь вирусов""",Самокат,9785001671466,18.34,https://nmbooks.shop/products/n0170,nm_books,2026-03-29
"Толоза Систере Мариона ""Тайная жизнь зубов""",Самокат,9785001676041,18.34,https://nmbooks.shop/products/n0171,nm_books,2026-03-29
"Толоза Систере Мариона ""Тайная жизнь волос""",Самокат,9785001676034,18.34,https://nmbooks.shop/products/n0172,nm_books,2026-03-29
"Толоза Систере Мариона ""Тайная жизнь пуков и отрыжки""",Самокат,9785001676041,18.34,https://nmbooks.shop/products/n0173,nm_books,2026-03-29
"Ротраут Сюзанна Бернер ""Большой словарь Городка""",Самокат,9785001677277,28.52,https://nmbooks.shop/products/n0189,nm_books,2026-03-29
"Аня и Варя Кендель, Ольга Патрушева ""Смотри! Байкал. Книга-путешествие""",Самокат,9785001674535,28.52,https://nmbooks.shop/products/n0188,nm_books,2026-03-29
"Алексей Олейников ""Горе от ума. Графический путеводитель""",Самокат,9785917599328,17.11,https://nmbooks.shop/products/n0187,nm_books,2026-03-29
"Александра Поливанова, Александра Кувшинова, Ольга Лебедева ""25 августа""",Самокат,9785001670032,12.22,https://nmbooks.shop/products/n0186,nm_books,2026-03-29
"Мария Парр ""Оскар и я""",SamTamBooks,9782940788033,16.3,https://nmbooks.shop/products/n0185,nm_books,2026-03-29
"Свен Нурдквист ""Петсон и Финдус решают кроссворд""",Белая ворона/ Albus Corvus,9785001142522,8.56,https://nmbooks.shop/products/n0184,nm_books,2026-03-29
"Свен  Нурдквист ""Петсон и Финдус на природе""",Белая ворона/ Albus Corvus,9785001143888,8.56,https://nmbooks.shop/products/n0183,nm_books,2026-03-29
"Руне Белсвик ""Простодурсен. Зима от начала до конца""",Самокат,9785001670452,17.11,https://nmbooks.shop/products/n0182,nm_books,2026-03-29
"Руне Белсвик ""Простодурсен. Лето и кое-что ещё""",Самокат,9785917594811,18.34,https://nmbooks.shop/products/n0181,nm_books,2026-03-29
"Януш Корчак ""Лето в Михалувке и в Вильгельмувке""",Самокат,9785001671152,14.26,https://nmbooks.shop/products/n0180,nm_books,2026-03-29
"Дино Буццати ""Невероятное нашествие медведей на Сицилию""",Самокат,9785917598482,16.3,https://nmbooks.shop/products/n0179,nm_books,2026-03-29
"Роальд Даль ""Чарли и шоколадная фабрика""",Самокат,9785001672319,10.19,https://nmbooks.shop/products/n0178,nm_books,2026-03-29
"Роальд Даль ""Чарли и большой стеклянный лифт""",Самокат,9785917595276,18.34,https://nmbooks.shop/products/n0177,nm_books,2026-03-29
"Джулия Дональдсон ""Улитка и кит""",Машины творения,9785001910039,11.41,https://nmbooks.shop/products/n0176,nm_books,2026-03-29
"Эрже ""Тинтин в стране Советов""",Бумкнига,9785907305649,20.37,https://nmbooks.shop/products/n0175,nm_books,2026-03-29
"Доминик Адель-Кассуто ""Тело — мой друг и враг""",Самокат,9785001675563,18.34,https://nmbooks.shop/products/n0174,nm_books,2026-03-29
"Джулия Дональдсон ""Суперчервячок""",Бумкнига,9785907022829,11.41,https://nmbooks.shop/products/n0169,nm_books,2026-03-29
"Даниэль Пеннак ""Собака пёс""",Самокат,9785001671275,18.34,https://nmbooks.shop/products/n0168,nm_books,2026-03-29
"Александр Уткин ""Сказки Гамаюн""",Бумкнига,9785907305472,20.37,https://nmbooks.shop/products/n0167,nm_books,2026-03-29
"Александр Уткин ""Сказки Гамаюн 2""",Бумкнига,9785907305489,20.37,https://nmbooks.shop/products/n0166,nm_books,2026-03-29
"Виталий Бианки ""Мышонок Пик и другие рассказы""",Белая ворона/ Albus Corvus,N/A,16.3,https://nmbooks.shop/products/n0165,nm_books,2026-03-29
"Виктор Сонькин ""Мы живём в Древнем Риме""",Пешком в историю,9785907471788,22.41,https://nmbooks.shop/products/n0162,nm_books,2026-03-29
"Евгения Суслова ""Мы живём в эпоху Петра I""",Пешком в историю,9785907471481,22.41,https://nmbooks.shop/products/n0164,nm_books,2026-03-29
"Ирина Серкова ""Мы живём в эпоху Отечественной войны 1812 года""",Пешком в историю,9785907471504,22.41,https://nmbooks.shop/products/n0163,nm_books,2026-03-29
"Дильшат Харман ""Мы живём в Древнем Новгороде""",Пешком в историю,9785907793606,22.41,https://nmbooks.shop/products/n0161,nm_books,2026-03-29
"Сергей Дмитриев ""Мы живём в Древнем Китае""",Пешком в историю,9785907471924,22.41,https://nmbooks.shop/products/n0160,nm_books,2026-03-29
"Туве Янссон ""Муми-тролль и конец света""",Бумкнига,9785907305144,11.41,https://nmbooks.shop/products/n0159,nm_books,2026-03-29
"Роальд Даль ""Матильда""",Самокат,9785001672197,17.52,https://nmbooks.shop/products/роальд-даль-матильда,nm_books,2026-03-29
"Мария Астрина ""Математика. История идей и открытий""",Пешком в историю,9785604592274,20.37,https://nmbooks.shop/products/n0157,nm_books,2026-03-29
"Бьёрн Рёрвик, Пер Дюбвиг  ""Лесной квест""",Самокат,9785001676317,18.34,https://nmbooks.shop/products/n0156,nm_books,2026-03-29
"Ульф Нильсон ""Комиссар Гордон. Ещё одно дельце""",Самокат,9785917597331,12.22,https://nmbooks.shop/products/n0155,nm_books,2026-03-29
"Александра Мизелиньская, Даниэль Мизелиньский ""Карты. Путешествие в картинках по континентам, морям и культурам мира""",Самокат,9785917598680,36.67,https://nmbooks.shop/products/n0154,nm_books,2026-03-29
"Катерина Януш ""Как я появился на свет""",Белая ворона/ Albus Corvus,9785001140801,14.26,https://nmbooks.shop/products/катерина-януш-как-я-появился-на-свет,nm_books,2026-03-29
"Даниэль Пеннак ""Как роман""",Самокат,9785001675853,14.26,https://nmbooks.shop/products/n0152,nm_books,2026-03-29
"Бьёрн Рёрвик, Пер Дюбвиг ""Как Поросёнок болел леопардозом""",Самокат,9785001671619,18.34,https://nmbooks.shop/products/n0151,nm_books,2026-03-29
"Свен Нурдквист ""История о том, как Финдус потерялся, когда был маленьким""",Белая ворона/ Albus Corvus,9785001143369,11.41,https://nmbooks.shop/products/n0150,nm_books,2026-03-29
"Елена Лестр ""Драконы великие и ужасные"" (новое издание)",Арка,9785912084904,24.45,https://nmbooks.shop/products/n0149,nm_books,2026-03-29
"Свен Нурдквист ""Дорога домой""",Белая ворона/ Albus Corvus,9785001144229,18.34,https://nmbooks.shop/products/n0148,nm_books,2026-03-29
"Петр Соха, Войцех Грайковский ""Деревья""",Самокат,9785917597119,44.82,https://nmbooks.shop/products/n0190,nm_books,2026-03-29
"Мария Бершадская ""Большая маленькая девочка. Книга 2"" (истории 7-12)",КомпасГид,N/A,20.37,https://nmbooks.shop/products/n0143,nm_books,2026-03-29
"Льюис Кэрролл ""Алиса в Стране чудес. Алиса за зеркалом""",Самокат,9785917595986,38.71,https://nmbooks.shop/products/n0139,nm_books,2026-03-29
"Жак Эрс ""История крестовых походов""",Евразия,9785807104335,16.3,https://nmbooks.shop/products/n0142,nm_books,2026-03-29
"Жак Эрс ""Рождение капитализма в средние века""",Евразия,9785918521847,16.3,https://nmbooks.shop/products/n0141,nm_books,2026-03-29
"Сэм Грин, Грэм Робертсон ""Кто здесь власть? Граждане, государство и борьба за Россию""",Corpus,9785171228545,18.34,https://nmbooks.shop/products/n0062,nm_books,2026-03-29
"Арман Леруа ""Лагуна. Как Аристотель придумал науку""",АСТ,9785179831884,26.49,https://nmbooks.shop/products/n0063,nm_books,2026-03-29
"Валерий Шубинский ""Ломоносов: Всероссийский человек""",Corpus,9785171633318,27.3,https://nmbooks.shop/products/n0064,nm_books,2026-03-29
"Гаэль Фай ""Маленькая страна""",Corpus,9785171050016,11.82,https://nmbooks.shop/products/n0065,nm_books,2026-03-29
"Кэтрин Зубович ""Москва монументальная. Высотки и городская жизнь в эпоху сталинизма""",Corpus,9785171374457,26.49,https://nmbooks.shop/products/n0066,nm_books,2026-03-29
"Салман Рушди ""Нож""",Corpus,9785171610289,13.04,https://nmbooks.shop/products/n0067,nm_books,2026-03-29
"Бретт Скотт ""Облачные деньги""",Corpus,N/A,21.19,https://nmbooks.shop/products/n0068,nm_books,2026-03-29
"Майкл Волф ""Огонь и ярость""",АСТ,9785171080488,20.37,https://nmbooks.shop/products/n0069,nm_books,2026-03-29
"Владимир Сорокин ""Пир""",Corpus,9785171272883,19.97,https://nmbooks.shop/products/n0070,nm_books,2026-03-29
"Филип Норман ""Пол Маккартни. Биография""",drukarevich,9785171009892,42.78,https://nmbooks.shop/products/n0071,nm_books,2026-03-29
"Ричард Докинз ""Полеты воображения. Разум и эволюция против гравитации""",Corpus,9785171489311,33.0,https://nmbooks.shop/products/n0072,nm_books,2026-03-29
"Одед Галор ""Путь человечества""",Corpus,9785171361006,18.34,https://nmbooks.shop/products/n0074,nm_books,2026-03-29
"Владимир Сорокин ""Роман""",Corpus,9785171458034,26.49,https://nmbooks.shop/products/n0075,nm_books,2026-03-29
"Майя Кучерская ""Современный патерик. Чтение для впавших в уныние""",АСТ,9785171614430,12.22,https://nmbooks.shop/products/n0076,nm_books,2026-03-29
"Уолтер Айзексон ""Стив Джобс""",Corpus,9785170778713,30.56,https://nmbooks.shop/products/n0077,nm_books,2026-03-29
"Матиас Мальзьё ""Фарфоровый солдат""",Corpus,9785171538279,12.63,https://nmbooks.shop/products/n0078,nm_books,2026-03-29
"Карло Чиполла ""Фундаментальные законы человеческой глупости""",Corpus,9785171232092,11.41,https://nmbooks.shop/products/n0079,nm_books,2026-03-29
"Нил Ашерсон ""Черное море. Колыбель цивилизации и варварства""",Corpus,9785170933822,19.97,https://nmbooks.shop/products/n0080,nm_books,2026-03-29
"Юрий Слезкин ""Эра Меркурия. Евреи в современном мире""",Corpus,9785171091989,27.3,https://nmbooks.shop/products/n0081,nm_books,2026-03-29
"Петер Фламм ""Я?""",Corpus,9785171581602,12.22,https://nmbooks.shop/products/n0082,nm_books,2026-03-29
"Константин Зарубин ""Повести л-ских писателей""",АСТ,9785171533953,15.08,https://nmbooks.shop/products/n0083,nm_books,2026-03-29
"Энрике Короминас, Оскар Уайльд ""Дориан Грей"" Графический роман","Манн, Иванов и Фербер",9785002142903,17.93,https://nmbooks.shop/products/n0084,nm_books,2026-03-29
"Шахида Араби ""Токсичные люди. Как защититься от нарциссов, газлайтеров, психопатов и других манипуляторов""","Манн, Иванов и Фербер",9785001952114,13.24,https://nmbooks.shop/products/n0085,nm_books,2026-03-29
"Эми Джонсон ""Токсичные мысли. Как перестать зацикливаться на негативе и успокоить ум""","Манн, Иванов и Фербер",9785001955221,14.26,https://nmbooks.shop/products/n0086,nm_books,2026-03-29
"Ольга Алленова ""Форпост. Беслан и его заложники""",Individuum,9785604262788,8.15,https://nmbooks.shop/products/n0087,nm_books,2026-03-29
"Алексей Алёхин ""Мясорубка. Как Россия полюбила кровавый спорт""",Individuum,9785907696860,17.11,https://nmbooks.shop/products/n0088,nm_books,2026-03-29
Кира Ярмыш «Тут недалеко»,Medusa project SIA,9789934925573,29.34,https://nmbooks.shop/products/n0089,nm_books,2026-03-29
"Саймон Шустер ""Шоумен: Владимир Зеленский и война в Украине""",Medusa project SIA,9789934925542,25.47,https://nmbooks.shop/products/n0090,nm_books,2026-03-29
"Дима Зицер ""Любовь в условиях турбулентности""",Medusa project SIA,9789934925535,24.45,https://nmbooks.shop/products/n0091,nm_books,2026-03-29
Женя Бережная. «(Не) о войне»,Medusa project SIA,9789934921681,25.47,https://nmbooks.shop/products/n0092,nm_books,2026-03-29
"Александр Роднянский ""Нелюбовь. О путинской России в девяти фильмах""",Medusa project SIA,9789934925528,26.49,https://nmbooks.shop/products/n0093,nm_books,2026-03-29
"Павел Кушнир ""Биробиджанский дневник""",Medusa project SIA,9789934925566,26.49,https://nmbooks.shop/products/n0094,nm_books,2026-03-29
"Екатерина Гордеева ""Унеси ты мое горе""",Medusa project SIA,9789934921605,26.49,https://nmbooks.shop/products/n0095,nm_books,2026-03-29
"Женя Беркович ""Питомцы""",Babel Books Berlin,9783000799143,24.45,https://nmbooks.shop/products/n0096,nm_books,2026-03-29
"Михаил Зыгарь ""Война и наказание""",Medusa project SIA,9789934239465,25.26,https://nmbooks.shop/products/n0098,nm_books,2026-03-29
"Антон Долин ""Плохие русские. Кино от «Брата» до «Слова пацана»""",Medusa project SIA,9789934921643,25.26,https://nmbooks.shop/products/n0099,nm_books,2026-03-29
Константин Зарубин. «Наше сердце бьется за всех»,Medusa project SIA,9789934921674,19.15,https://nmbooks.shop/products/n0100,nm_books,2026-03-29
"Михаил Зыгарь ""Темная сторона Земли. История о том, как советский народ победил Советский Союз""",Medusa project SIA,9789934936012,34.63,https://nmbooks.shop/products/n0101,nm_books,2026-03-29
"Константин Гаазе ""Куда дрейфуют диктатуры""",Medusa project SIA,9789934936036,32.6,https://nmbooks.shop/products/n0102,nm_books,2026-03-29
"Антон Долин ""50""",Medusa project SIA,9789934936043,34.63,https://nmbooks.shop/products/n0103,nm_books,2026-03-29
"Александр Горбачев ""Когда мы поём, поднимается ветер. Краткая история популярной музыки в России XXI века""",Medusa project SIA,9789934936029,34.63,https://nmbooks.shop/products/n0105,nm_books,2026-03-29
"Сергей Кузнецов ""Мясорубка Мосса""",Medusa project SIA,9789934936005,32.6,https://nmbooks.shop/products/n0104,nm_books,2026-03-29
"Илья Венявкин ""Храм войны. Люди и их идеи, сделавшие возможным российское вторжение в Украину""",Medusa project SIA,9789934925597,32.6,https://nmbooks.shop/products/n0106,nm_books,2026-03-29
"Дмитрий Дурнев ""Дом на линии огня""",Medusa project SIA,9789934925580,32.6,https://nmbooks.shop/products/n0107,nm_books,2026-03-29
"Евгений Деменок ""Уехать нельзя остаться""",Бабель,9789659320417,24.45,https://nmbooks.shop/products/n0109,nm_books,2026-03-29
"Людмила Улицкая ""Искренне Ваш Шурик""",Редакция Елены Шубиной,9785170939329,7.74,https://nmbooks.shop/products/n0059,nm_books,2026-03-29
"Людмила Улицкая ""Казус Кукоцкого""",Редакция Елены Шубиной,9785170902972,9.37,https://nmbooks.shop/products/n0060,nm_books,2026-03-29
"Борис Житков ""Виктор Вавич""",Бабель,9789659312580,20.37,https://nmbooks.shop/products/n0111,nm_books,2026-03-29
"Владимир Сорокин ""Сказка"" (мягкая обложка)",Freedom Letters,9781326428655,20.37,https://nmbooks.shop/products/n0113,nm_books,2026-03-29
"Ольга Романова ""Игра в бутылочку""",Freedom Letters,9781779680310,20.37,https://nmbooks.shop/products/n0114,nm_books,2026-03-29
"Хаим Бен Яков ""Чемодан, вокзал, Израиль. К истории антисемитизма в СССР"". Предисловие Тамары Эйдельман и Давида Маркиша",Freedom Letters,9781326939434,20.37,https://nmbooks.shop/products/n0115,nm_books,2026-03-29
"Натан Щаранский ""Не убоюсь зла""",Freedom Letters,9781998084937,20.37,https://nmbooks.shop/products/n0116,nm_books,2026-03-29
"Дмитрий Быков ""Новый браунинг""",Freedom Letters,9781998265008,17.11,https://nmbooks.shop/products/n0117,nm_books,2026-03-29
"Дмитрий Быков ""Демон поверженный""",Freedom Letters,9781300802068,20.37,https://nmbooks.shop/products/n0118,nm_books,2026-03-29
"Дмитрий Быков ""VZ. Три года войны""",Freedom Letters,9781326613617,20.37,https://nmbooks.shop/products/n0222,nm_books,2026-03-29
"Дмитрий Быков ""Дуга""",Freedom Letters,9781326573027,20.37,https://nmbooks.shop/products/n0119,nm_books,2026-03-29
"Дмитрий Быков ""Подъем""",Freedom Letters,9781326382544,16.3,https://nmbooks.shop/products/n0120,nm_books,2026-03-29
"Дмитрий Быков ""ЖД""",Freedom Letters,9781998084739,36.67,https://nmbooks.shop/products/n0121,nm_books,2026-03-29
"Сергей Давыдов ""Спрингфилд""",Freedom Letters,9780993820267,17.11,https://nmbooks.shop/products/n0122,nm_books,2026-03-29
"Александр Генис ""Амеррика""",Freedom Letters,9781326517304,20.37,https://nmbooks.shop/products/n0123,nm_books,2026-03-29
"Иван Филиппов ""Мышь""",Freedom Letters,9781998265145,24.45,https://nmbooks.shop/products/n0124,nm_books,2026-03-29
"Иван Филиппов ""Тень""",Freedom Letters,9781326575267,24.45,https://nmbooks.shop/products/n0125,nm_books,2026-03-29
"Олеся Герасименко ""Не закрывай глаза""",Freedom Letters,9781326322731,19.56,https://nmbooks.shop/products/n0126,nm_books,2026-03-29
"Людмила Штерн ""Бродский: Ося, Иосиф, Joseph""",Freedom Letters,9781998084524,20.37,https://nmbooks.shop/products/n0127,nm_books,2026-03-29
"Андрей Мовчан ""От войны до войны""",Freedom Letters,9781998265329,26.49,https://nmbooks.shop/products/n0128,nm_books,2026-03-29
"Андрей Козырев ""Жар-птица. Кто предал российскую демократию""",Freedom Letters,9781445215297,30.56,https://nmbooks.shop/products/n0129,nm_books,2026-03-29
"Михаил Крутихин ""Игра в революцию. Иранские агенты Кремля""",Freedom Letters,9781445269580,18.34,https://nmbooks.shop/products/n0130,nm_books,2026-03-29
"Анастасия Полозкова ""Конец свободной эпохи. Голоса российского феминизма""",Freedom Letters,9781445261553,20.37,https://nmbooks.shop/products/n0131,nm_books,2026-03-29
"Александра Прокопенко ""Соучастники. Почему российская элита выбрала войну""",StraightForward Foundation,9786250010068,26.49,https://nmbooks.shop/products/n0132,nm_books,2026-03-29
"Андрей Захаров ""Русский киберпанк. Как Кремль и олигархи строят «цифровой ГУЛАГ» — и кто этому сопротивляется""",StraightForward Foundation,9781969573217,25.26,https://nmbooks.shop/products/n0133,nm_books,2026-03-29
"Ксения Лученко ""Благими намерениями. Русская православная Церковь и власть от Горбачева до Путина""",StraightForward Foundation,9786018225765,32.6,https://nmbooks.shop/products/n0134,nm_books,2026-03-29
